symbol,fyers_symbol,industry,cmp,avg_volume,avg_turnover,data_days,range_low,range_high,range_width_pts,range_width_pct,support_touches,resistance_touches,containment_pct,range_valid,range_watch,range_position,in_bottom_zone,below_range,above_range,breakdown,breakout,strong_downtrend,avg_bar_range_15m,avg_bar_range_5m,grid_gap_pts,total_grid_levels,grids_to_bottom,order_qty,order_value,gross_cycle_profit,round_trip_cost,net_cycle_profit,allocated_capital,cash_reserve,max_downside_buy_value,initial_buy_value,initial_buy_qty,initial_buy_used_value,unused_cash,entry_status,grid_status,final_status,final_reason,candidate_score
ETERNAL,NSE:ETERNAL-EQ,Consumer Services,250.17,48586114,11752071379,60,219.52,262.24,42.71,19.46,1,7,0,False,False,,False,False,False,False,False,False,1.0888,0.6177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INVALID_RANGE_SUPPORT_TOUCHES,NOT_EVALUATED,INVALID_RANGE_SUPPORT_TOUCHES,support touches 1 < 2,0
EXIDEIND,NSE:EXIDEIND-EQ,Automobile and Auto Components,366.25,2793692,948512181,60,290.9,368.12,77.21,26.54,0,0,0,False,False,,False,False,False,False,False,False,1.5115,0.8369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 26.54% > 25.0%,0
FACT,NSE:FACT-EQ,Chemicals,903.4,1248490,1067731344,60,667.04,935.5,268.46,40.25,0,0,0,False,False,,False,False,False,False,False,False,4.6355,2.5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 40.25% > 25.0%,0
FINCABLES,NSE:FINCABLES-EQ,Capital Goods,1086.15,693894,662057410,60,791.22,1109.84,318.62,40.27,0,0,0,False,False,,False,False,False,False,False,False,7.5971,4.1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 40.27% > 25.0%,0
FSL,NSE:FSL-EQ,Services,277.72,5525357,1367178527,60,204.74,272.84,68.1,33.26,0,0,0,False,False,,False,False,False,False,False,False,1.9828,1.0729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 33.26% > 25.0%,0
FIVESTAR,NSE:FIVESTAR-EQ,Financial Services,455.15,1548754,670774772,60,347.93,515.22,167.3,48.08,0,0,0,False,False,,False,False,False,False,False,False,2.4531,1.3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 48.08% > 25.0%,0
FORTIS,NSE:FORTIS-EQ,Healthcare,966.6,1555512,1389558565,60,784.11,981.05,196.94,25.12,0,0,0,False,False,,False,False,False,False,False,False,4.1729,2.3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 25.12% > 25.0%,0
GVT&D,NSE:GVT&D-EQ,Capital Goods,4848.3,725778,3010115540,60,3486.38,4879.72,1393.35,39.97,0,0,0,False,False,,False,False,False,False,False,False,33.3985,18.4685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 39.97% > 25.0%,0
GALLANTT,NSE:GALLANTT-EQ,Capital Goods,689.75,3172663,2501613431,60,519.71,910.75,391.04,75.24,0,0,0,False,False,,False,False,False,False,False,False,5.7089,3.0713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 75.24% > 25.0%,0
GRSE,NSE:GRSE-EQ,Capital Goods,2662.5,2050269,5458080571,60,2101.89,3114.79,1012.89,48.19,0,0,0,False,False,,False,False,False,False,False,False,15.8924,9.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 48.19% > 25.0%,0
GPIL,NSE:GPIL-EQ,Capital Goods,285.4,3611574,1044965456,60,244.07,309.79,65.72,26.93,0,0,0,False,False,,False,False,False,False,False,False,1.9655,1.0887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 26.93% > 25.0%,0
GODFRYPHLP,NSE:GODFRYPHLP-EQ,Fast Moving Consumer Goods,2298.4,1087655,2339554954,60,1865.78,2478.1,612.32,32.82,0,0,0,False,False,,False,False,False,False,False,False,15.7975,8.7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 32.82% > 25.0%,0
GODREJCP,NSE:GODREJCP-EQ,Fast Moving Consumer Goods,1031.8,1783047,1887686102,60,989.09,1237.95,248.86,25.16,0,0,0,False,False,,False,False,False,False,False,False,4.376,2.4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 25.16% > 25.0%,0
GODREJPROP,NSE:GODREJPROP-EQ,Realty,1760.2,1139486,1939738921,60,1493.41,1889.24,395.83,26.51,0,0,0,False,False,,False,False,False,False,False,False,8.4502,4.7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 26.51% > 25.0%,0
GRANULES,NSE:GRANULES-EQ,Healthcare,756.5,1128866,754761686,60,555.71,771.51,215.8,38.83,0,0,0,False,False,,False,False,False,False,False,False,3.6858,2.0955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 38.83% > 25.0%,0
GRAPHITE,NSE:GRAPHITE-EQ,Capital Goods,755.95,2028509,1411218739,60,589.13,768.05,178.92,30.37,0,0,0,False,False,,False,False,False,False,False,False,5.2611,2.8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 30.37% > 25.0%,0
GRASIM,NSE:GRASIM-EQ,Construction Materials,3165.0,1080774,3007855664,60,2532.5,3180.38,647.88,25.58,0,0,0,False,False,,False,False,False,False,False,False,12.1415,6.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 25.58% > 25.0%,0
GESHIP,NSE:GESHIP-EQ,Services,1650.7,1249556,1958171483,60,1312.39,1730.17,417.78,31.83,0,0,0,False,False,,False,False,False,False,False,False,14.0055,7.6145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 31.83% > 25.0%,0
GMDCLTD,NSE:GMDCLTD-EQ,Metals & Mining,693.15,5029559,3325369717,60,527.0,752.39,225.4,42.77,0,0,0,False,False,,False,False,False,False,False,False,4.3176,2.3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 42.77% > 25.0%,0
HEG,NSE:HEG-EQ,Capital Goods,587.2,2819262,1646254619,60,486.78,678.2,191.42,39.32,0,0,0,False,False,,False,False,False,False,False,False,3.7856,2.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 39.32% > 25.0%,0
HBLENGINE,NSE:HBLENGINE-EQ,Capital Goods,799.45,1584535,1179854961,60,638.22,850.48,212.25,33.26,0,0,0,False,False,,False,False,False,False,False,False,5.1775,2.8803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 33.26% > 25.0%,0
HCLTECH,NSE:HCLTECH-EQ,Information Technology,1161.9,4346652,5659509412,60,1136.33,1466.13,329.8,29.02,0,0,0,False,False,,False,False,False,False,False,False,4.3044,2.4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 29.02% > 25.0%,0
HDBFS,NSE:HDBFS-EQ,Financial Services,679.7,949441,619367945,60,569.94,723.95,154.01,27.02,0,0,0,False,False,,False,False,False,False,False,False,2.5411,1.4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 27.02% > 25.0%,0
HDFCAMC,NSE:HDFCAMC-EQ,Financial Services,2739.8,1159713,2974519264,60,2273.5,2845.49,571.99,25.16,0,0,0,False,False,,False,False,False,False,False,False,12.5138,6.9355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 25.16% > 25.0%,0
HDFCBANK,NSE:HDFCBANK-EQ,Financial Services,778.9,45377207,36104858518,60,740.95,899.6,158.65,21.41,7,1,0,False,False,,False,False,False,False,False,False,2.8342,1.5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INVALID_RANGE_RESISTANCE_TOUCHES,NOT_EVALUATED,INVALID_RANGE_RESISTANCE_TOUCHES,resistance touches 1 < 2,0
HDFCLIFE,NSE:HDFCLIFE-EQ,Financial Services,618.85,4739589,2925689964,60,573.37,737.05,163.68,28.55,0,0,0,False,False,,False,False,False,False,False,False,2.2233,1.2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 28.55% > 25.0%,0
HFCL,NSE:HFCL-EQ,Telecommunication,161.8,49174855,5717050113,60,66.17,154.73,88.56,133.82,0,0,0,False,False,,False,False,False,False,False,False,1.4713,0.8202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 133.82% > 25.0%,0
HEXT,NSE:HEXT-EQ,Information Technology,507.9,867708,398697642,60,407.9,517.34,109.44,26.83,0,0,0,False,False,,False,False,False,False,False,False,2.6493,1.4525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 26.83% > 25.0%,0
HSCL,NSE:HSCL-EQ,Chemicals,606.4,7112523,4003071209,60,424.99,642.79,217.8,51.25,0,0,0,False,False,,False,False,False,False,False,False,5.0195,2.6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 51.25% > 25.0%,0
HINDALCO,NSE:HINDALCO-EQ,Metals & Mining,1103.8,6247440,6126323931,60,861.92,1111.11,249.18,28.91,0,0,0,False,False,,False,False,False,False,False,False,5.1629,2.8307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 28.91% > 25.0%,0
HAL,NSE:HAL-EQ,Capital Goods,4427.7,1500585,6190593780,60,3574.84,4796.62,1221.78,34.18,0,0,0,False,False,,False,False,False,False,False,False,22.3687,12.1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 34.18% > 25.0%,0
HINDCOPPER,NSE:HINDCOPPER-EQ,Metals & Mining,556.0,9393421,4995926839,60,461.22,592.58,131.37,28.48,0,0,0,False,False,,False,False,False,False,False,False,3.1091,1.7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 28.48% > 25.0%,0
HINDPETRO,NSE:HINDPETRO-EQ,Oil Gas & Consumable Fuels,398.0,9674856,3568786923,60,319.49,444.12,124.63,39.01,0,0,0,False,False,,False,False,False,False,False,False,1.9358,1.0915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 39.01% > 25.0%,0
HINDZINC,NSE:HINDZINC-EQ,Metals & Mining,647.4,6611624,3887390880,60,503.05,653.59,150.53,29.92,0,0,0,False,False,,False,False,False,False,False,False,2.8278,1.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 29.92% > 25.0%,0
HONASA,NSE:HONASA-EQ,Fast Moving Consumer Goods,396.0,2138902,774220103,60,267.32,366.16,98.84,36.97,0,0,0,False,False,,False,False,False,False,False,False,2.5758,1.4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 36.97% > 25.0%,0
HUDCO,NSE:HUDCO-EQ,Financial Services,206.64,4902388,965780876,60,164.83,230.54,65.71,39.87,0,0,0,False,False,,False,False,False,False,False,False,1.1375,0.6097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 39.87% > 25.0%,0
HYUNDAI,NSE:HYUNDAI-EQ,Automobile and Auto Components,1884.0,1039386,1928072566,60,1698.11,2180.93,482.82,28.43,0,0,0,False,False,,False,False,False,False,False,False,9.6095,5.2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 28.43% > 25.0%,0
ICICIPRULI,NSE:ICICIPRULI-EQ,Financial Services,522.7,1537975,848349026,60,503.8,665.58,161.78,32.11,0,0,0,False,False,,False,False,False,False,False,False,2.188,1.2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 32.11% > 25.0%,0
IDBI,NSE:IDBI-EQ,Financial Services,72.94,18094269,1464216075,60,64.94,115.33,50.4,77.61,0,0,0,False,False,,False,False,False,False,False,False,0.3413,0.1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 77.61% > 25.0%,0
IFCI,NSE:IFCI-EQ,Financial Services,64.4,21983337,1292882922,60,49.93,65.62,15.69,31.43,0,0,0,False,False,,False,False,False,False,False,False,0.3909,0.2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 31.43% > 25.0%,0
IRCON,NSE:IRCON-EQ,Construction,140.23,5515105,787562581,60,118.64,161.5,42.86,36.13,0,0,0,False,False,,False,False,False,False,False,False,0.7148,0.3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 36.13% > 25.0%,0
ITCHOTELS,NSE:ITCHOTELS-EQ,Consumer Services,154.55,5506481,854266160,60,139.96,178.47,38.52,27.52,0,0,0,False,False,,False,False,False,False,False,False,0.6218,0.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 27.52% > 25.0%,0
ITI,NSE:ITI-EQ,Telecommunication,300.3,5703476,1629958681,60,244.8,310.87,66.07,26.99,0,0,0,False,False,,False,False,False,False,False,False,1.6916,0.9351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 26.99% > 25.0%,0
IOC,NSE:IOC-EQ,Oil Gas & Consumable Fuels,142.38,20124057,3003205978,60,131.64,182.47,50.83,38.61,0,0,0,False,False,,False,False,False,False,False,False,0.5573,0.3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 38.61% > 25.0%,0
IRCTC,NSE:IRCTC-EQ,Consumer Services,537.2,2130639,1178037677,60,504.75,595.15,90.41,17.91,6,1,0,False,False,,False,False,False,False,False,False,2.0087,1.1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INVALID_RANGE_RESISTANCE_TOUCHES,NOT_EVALUATED,INVALID_RANGE_RESISTANCE_TOUCHES,resistance touches 1 < 2,0
IREDA,NSE:IREDA-EQ,Financial Services,129.54,9896544,1244923266,60,111.26,139.75,28.48,25.6,0,0,0,False,False,,False,False,False,False,False,False,0.6079,0.3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 25.60% > 25.0%,0
INOXWIND,NSE:INOXWIND-EQ,Capital Goods,96.22,14924842,1384110774,60,76.77,106.82,30.06,39.15,0,0,0,False,False,,False,False,False,False,False,False,0.5758,0.3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 39.15% > 25.0%,0
INTELLECT,NSE:INTELLECT-EQ,Information Technology,710.55,612169,437550601,60,625.51,790.03,164.52,26.3,0,0,0,False,False,,False,False,False,False,False,False,4.4265,2.4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 26.30% > 25.0%,0
INDIGO,NSE:INDIGO-EQ,Services,4480.8,1670095,7294358640,60,4018.45,4865.09,846.64,21.07,2,1,0,False,False,,False,False,False,False,False,False,18.7058,10.6943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INVALID_RANGE_RESISTANCE_TOUCHES,NOT_EVALUATED,INVALID_RANGE_RESISTANCE_TOUCHES,resistance touches 1 < 2,0
JBMA,NSE:JBMA-EQ,Automobile and Auto Components,639.35,2933021,1744663288,60,495.94,672.33,176.39,35.57,0,0,0,False,False,,False,False,False,False,False,False,3.5615,2.0093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 35.57% > 25.0%,0
JKTYRE,NSE:JKTYRE-EQ,Automobile and Auto Components,394.15,1364617,577927773,60,362.47,532.01,169.54,46.77,0,0,0,False,False,,False,False,False,False,False,False,1.9898,1.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 46.77% > 25.0%,0
JMFINANCIL,NSE:JMFINANCIL-EQ,Financial Services,132.51,2802311,362128981,60,115.38,144.55,29.17,25.28,0,0,0,False,False,,False,False,False,False,False,False,0.7331,0.4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 25.28% > 25.0%,0
JAINREC,NSE:JAINREC-EQ,Metals & Mining,399.35,2613831,1186074513,60,372.9,580.86,207.96,55.77,0,0,0,False,False,,False,False,False,False,False,False,4.8744,2.6132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 55.77% > 25.0%,0
J&KBANK,NSE:J&KBANK-EQ,Financial Services,140.16,7296789,903857905,60,109.3,142.17,32.87,30.07,0,0,0,False,False,,False,False,False,False,False,False,0.7588,0.4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 30.07% > 25.0%,0
JINDALSAW,NSE:JINDALSAW-EQ,Capital Goods,228.87,6836858,1394112374,60,165.84,247.09,81.25,48.99,0,0,0,False,False,,False,False,False,False,False,False,1.4273,0.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 48.99% > 25.0%,0
JYOTICNC,NSE:JYOTICNC-EQ,Capital Goods,660.25,1098943,807982972,60,664.14,845.17,181.04,27.26,0,0,0,False,False,,False,False,False,False,False,False,3.8705,2.1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 27.26% > 25.0%,0
KPITTECH,NSE:KPITTECH-EQ,Information Technology,784.7,2353759,1696887050,60,643.83,805.17,161.34,25.06,0,0,0,False,False,,False,False,False,False,False,False,4.0684,2.2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 25.06% > 25.0%,0
KALYANKJIL,NSE:KALYANKJIL-EQ,Consumer Durables,355.45,5993931,2349350121,60,342.0,448.48,106.48,31.13,0,0,0,False,False,,False,False,False,False,False,False,2.008,1.1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 31.13% > 25.0%,0
KARURVYSYA,NSE:KARURVYSYA-EQ,Financial Services,293.35,3608224,1055586017,60,262.71,338.05,75.34,28.68,0,0,0,False,False,,False,False,False,False,False,False,1.3596,0.7598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 28.68% > 25.0%,0
KAYNES,NSE:KAYNES-EQ,Capital Goods,3299.0,1683258,6203819878,60,3098.6,4451.31,1352.71,43.66,0,0,0,False,False,,False,False,False,False,False,False,26.6953,15.2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 43.66% > 25.0%,0
LTF,NSE:LTF-EQ,Financial Services,282.7,6992545,1934982660,60,242.85,305.01,62.16,25.6,0,0,0,False,False,,False,False,False,False,False,False,1.494,0.8264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 25.60% > 25.0%,0
LGEINDIA,NSE:LGEINDIA-EQ,Consumer Durables,1517.4,786531,1197030181,60,1379.12,1634.78,255.66,18.54,1,4,0,False,False,,False,False,False,False,False,False,7.4691,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INVALID_RANGE_SUPPORT_TOUCHES,NOT_EVALUATED,INVALID_RANGE_SUPPORT_TOUCHES,support touches 1 < 2,0
LT,NSE:LT-EQ,Construction,4037.8,3679908,14114437742,60,3409.33,4306.47,897.14,26.31,0,0,0,False,False,,False,False,False,False,False,False,12.5498,7.2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 26.31% > 25.0%,0
LATENTVIEW,NSE:LATENTVIEW-EQ,Information Technology,315.75,2556800,782750754,60,256.48,344.38,87.89,34.27,0,0,0,False,False,,False,False,False,False,False,False,2.5531,1.3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 34.27% > 25.0%,0
LAURUSLABS,NSE:LAURUSLABS-EQ,Healthcare,1373.9,2036481,2296517080,60,957.18,1363.43,406.25,42.44,0,0,0,False,False,,False,False,False,False,False,False,5.544,3.1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 42.44% > 25.0%,0
LLOYDSME,NSE:LLOYDSME-EQ,Metals & Mining,1853.7,734234,1096218328,60,1135.62,1815.96,680.34,59.91,0,0,0,False,False,,False,False,False,False,False,False,9.7825,5.5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 59.91% > 25.0%,0
LODHA,NSE:LODHA-EQ,Realty,903.7,2987545,2461846965,60,686.19,1013.89,327.71,47.76,0,0,0,False,False,,False,False,False,False,False,False,4.9453,2.7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 47.76% > 25.0%,0
MMTC,NSE:MMTC-EQ,Services,65.04,6742129,428781124,60,52.09,69.02,16.93,32.5,0,0,0,False,False,,False,False,False,False,False,False,0.3655,0.2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 32.50% > 25.0%,0
M&MFIN,NSE:M&MFIN-EQ,Financial Services,305.1,2957722,933575043,60,283.65,380.54,96.89,34.16,0,0,0,False,False,,False,False,False,False,False,False,1.7375,0.9677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 34.16% > 25.0%,0
M&M,NSE:M&M-EQ,Automobile and Auto Components,3107.3,3278899,10335602990,60,2934.66,3443.36,508.7,17.33,6,1,0,False,False,,False,False,False,False,False,False,12.8258,7.3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INVALID_RANGE_RESISTANCE_TOUCHES,NOT_EVALUATED,INVALID_RANGE_RESISTANCE_TOUCHES,resistance touches 1 < 2,0
MANAPPURAM,NSE:MANAPPURAM-EQ,Financial Services,330.25,5149807,1456081782,60,248.61,324.57,75.97,30.56,0,0,0,False,False,,False,False,False,False,False,False,1.7224,0.9462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 30.56% > 25.0%,0
MRPL,NSE:MRPL-EQ,Oil Gas & Consumable Fuels,151.2,14712631,2750227933,60,147.95,210.0,62.06,41.94,0,0,0,False,False,,False,False,False,False,False,False,0.7082,0.4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 41.94% > 25.0%,0
MANKIND,NSE:MANKIND-EQ,Healthcare,2423.6,683280,1547254326,60,1964.29,2552.2,587.91,29.93,0,0,0,False,False,,False,False,False,False,False,False,13.7542,7.6598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 29.93% > 25.0%,0
MFSL,NSE:MFSL-EQ,Financial Services,1725.6,799426,1311359342,60,1467.82,1854.74,386.92,26.36,0,0,0,False,False,,False,False,False,False,False,False,8.7142,4.7424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 26.36% > 25.0%,0
MAZDOCK,NSE:MAZDOCK-EQ,Capital Goods,2460.1,2165458,5318661213,60,2154.49,2742.85,588.36,27.31,0,0,0,False,False,,False,False,False,False,False,False,11.6425,6.6895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 27.31% > 25.0%,0
MEESHO,NSE:MEESHO-EQ,Consumer Services,193.21,20449418,3859248748,60,135.41,210.07,74.66,55.14,0,0,0,False,False,,False,False,False,False,False,False,1.2687,0.6999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RANGE_TOO_WIDE,NOT_EVALUATED,RANGE_TOO_WIDE,range width 55.14% > 25.0%,0
